Date,Open,High,Low,Close,Volume,Currency
2020-12-07,114.75,114.75,114.75,116.95,2,USD
2020-12-08,119.68,120.35,118.38,117.1,0,USD
2020-12-09,115.1,115.1,115.1,114.9,1,USD
2020-12-10,117.05,121.83,116.9,118.55,0,USD
2020-12-11,119.0,119.0,118.8,119.1,2,USD
2020-12-14,122.5,123.85,122.5,123.55,3,USD
2020-12-15,124.55,124.55,124.55,123.1,5,USD
2020-12-16,126.0,126.0,126.0,125.05,29,USD
2020-12-17,126.3,126.3,125.0,125.05,4,USD
2020-12-18,126.3,127.8,123.68,123.7,0,USD
2020-12-21,124.25,125.45,120.4,124.3,19298,USD
2020-12-22,123.9,126.6,122.9,124.2,15059,USD
2020-12-23,124.05,125.95,123.9,124.55,10039,USD
2020-12-24,124.5,127.65,124.5,125.95,8991,USD
2020-12-28,125.75,126.5,121.5,123.35,13623,USD
2020-12-29,123.95,125.9,123.2,125.4,11047,USD
2020-12-30,125.3,126.75,124.65,125.4,10915,USD
2020-12-31,125.7,129.0,125.6,128.25,15655,USD
2021-01-04,128.4,129.4,125.25,126.15,21809,USD
2021-01-05,125.95,126.55,122.3,125.1,22165,USD
2021-01-06,125.1,125.55,120.6,120.9,27249,USD
2021-01-07,121.0,122.75,119.35,121.1,17994,USD
2021-01-08,120.3,124.05,119.2,123.7,23796,USD
2021-01-11,122.3,123.2,118.75,121.45,21759,USD
2021-01-12,121.0,122.7,120.1,121.4,16090,USD
2021-01-13,121.4,126.0,121.4,125.25,22176,USD
2021-01-14,125.45,127.9,123.25,127.35,22080,USD
2021-01-15,127.35,131.75,126.8,128.15,31917,USD
2021-01-19,126.0,128.75,124.65,127.15,19435,USD
2021-01-20,126.55,127.05,123.4,125.2,19721,USD
2021-01-21,125.8,127.3,124.75,126.45,13904,USD
2021-01-22,125.7,126.3,122.85,124.05,18266,USD
2021-01-25,123.0,124.95,122.15,123.25,18318,USD
2021-01-26,123.4,125.9,123.25,124.5,16225,USD
2021-01-27,124.55,126.15,123.1,125.5,16060,USD
2021-01-28,125.5,126.9,123.55,124.0,16576,USD
2021-01-29,124.15,124.7,122.05,122.95,20127,USD
2021-02-01,122.65,127.3,122.45,125.35,24530,USD
2021-02-02,125.45,126.1,122.7,123.4,18532,USD
2021-02-03,123.1,124.85,122.7,123.95,14367,USD
2021-02-04,124.5,124.7,120.2,124.05,32468,USD
2021-02-05,124.65,125.85,123.8,124.5,25376,USD
2021-02-08,124.2,124.8,123.3,124.1,24446,USD
2021-02-09,124.05,124.3,122.5,122.95,22917,USD
2021-02-10,122.95,123.55,120.25,121.1,35881,USD
2021-02-11,121.05,121.75,120.5,121.2,24065,USD
2021-02-12,120.9,122.35,120.25,121.15,12307,USD
2021-02-16,121.4,124.9,121.15,124.35,18374,USD
2021-02-17,125.0,125.9,123.35,125.7,12953,USD
2021-02-18,125.9,127.75,125.9,127.6,285,USD
2021-02-19,127.6,127.75,126.7,127.5,154,USD
2021-02-22,127.0,134.1,126.2,133.45,44,USD
2021-02-23,133.25,136.75,132.85,136.85,79,USD
2021-02-24,137.0,137.75,136.95,135.65,113,USD
2021-02-25,136.25,139.3,136.25,139.2,22,USD
2021-02-26,139.0,139.0,138.4,136.85,44,USD
2021-03-01,138.45,138.45,132.6,135.15,38,USD
2021-03-02,136.15,134.65,132.0,133.2,5,USD
2021-03-03,133.75,133.75,130.0,131.15,21,USD
2021-03-04,128.25,128.25,128.25,128.4,2,USD
2021-03-05,131.05,131.05,128.45,128.75,5,USD
2021-03-08,128.15,130.95,128.03,129.05,0,USD
2021-03-09,129.55,129.55,129.55,128.9,2,USD
2021-03-10,129.15,129.15,128.8,129.35,2,USD
2021-03-11,131.9,131.9,131.9,131.8,2,USD
2021-03-12,132.3,133.45,131.05,132.45,0,USD
2021-03-15,132.6,132.6,130.0,131.45,2,USD
2021-03-16,131.5,131.5,130.0,133.8,7,USD
2021-03-17,132.5,132.5,132.5,132.85,1,USD
2021-03-18,133.7,134.4,128.6,126.4,9,USD
2021-03-19,130.07,131.38,128.25,125.45,0,USD
2021-03-22,129.0,130.45,126.9,130.1,17089,USD
2021-03-23,130.1,130.6,127.45,127.6,15769,USD
2021-03-24,128.2,128.8,126.5,126.5,19142,USD
2021-03-25,127.0,127.55,125.2,126.6,19492,USD
2021-03-26,127.1,129.6,127.1,128.5,16764,USD
2021-03-29,128.35,128.4,126.2,127.05,14233,USD
2021-03-30,126.55,127.05,122.45,122.6,26447,USD
2021-03-31,123.0,124.75,120.5,123.5,30040,USD
2021-04-01,124.95,125.45,120.75,121.6,23923,USD
2021-04-05,121.4,122.9,120.55,122.1,16091,USD
2021-04-06,122.5,127.3,121.35,126.85,31610,USD
2021-04-07,126.9,128.0,125.45,126.75,22703,USD
2021-04-08,127.0,128.7,126.75,127.85,28825,USD
2021-04-09,127.9,128.85,127.0,127.25,26961,USD
2021-04-12,127.0,129.1,125.75,128.1,23948,USD
2021-04-13,128.1,131.1,126.8,130.05,26333,USD
2021-04-14,130.25,133.15,130.2,132.1,18260,USD
2021-04-15,132.05,133.0,130.9,132.7,16691,USD
2021-04-16,132.9,133.45,128.85,129.15,11393,USD
2021-04-19,129.4,131.55,129.05,129.85,9477,USD
2021-04-20,130.05,132.95,129.9,132.45,11447,USD
2021-04-21,132.65,133.35,130.65,132.2,11569,USD
2021-04-22,132.9,134.5,130.0,134.3,243,USD
2021-04-23,134.85,138.5,134.85,136.85,61,USD
2021-04-26,136.65,142.35,136.5,141.75,33,USD
2021-04-27,142.45,144.5,142.45,144.35,8,USD
2021-04-28,144.0,144.95,142.4,144.3,12,USD
2021-04-29,145.8,145.8,141.35,141.4,21,USD
2021-04-30,143.9,143.9,143.9,139.95,7,USD
2021-05-03,139.9,140.35,138.85,138.75,18,USD
2021-05-04,139.35,139.35,139.0,138.9,13,USD
2021-05-05,142.95,143.4,142.95,148.5,2,USD
2021-05-06,149.0,149.5,149.0,153.5,3,USD
2021-05-07,152.0,152.0,150.95,152.3,3,USD
2021-05-10,153.0,153.0,148.35,147.6,14,USD
2021-05-11,149.2,149.2,147.05,147.9,43,USD
2021-05-12,147.65,147.65,147.65,145.75,1,USD
2021-05-13,145.78,147.88,143.88,145.65,0,USD
2021-05-14,146.6,147.75,144.73,144.25,0,USD
2021-05-17,146.0,146.0,146.0,145.0,5,USD
2021-05-18,147.15,147.15,147.15,151.8,1,USD
2021-05-19,152.8,153.3,149.25,150.95,16271,USD
2021-05-20,151.15,153.65,150.4,150.95,14906,USD
2021-05-21,150.35,152.9,148.5,150.1,11426,USD
2021-05-24,149.6,150.45,147.45,149.0,11455,USD
2021-05-25,150.5,152.0,148.9,150.5,15427,USD
2021-05-26,150.4,156.75,150.15,155.7,22600,USD
2021-05-27,156.55,157.25,154.55,155.35,18912,USD
2021-05-28,156.35,163.15,156.35,162.35,30128,USD
2021-06-01,162.0,166.75,159.3,161.05,32562,USD
2021-06-02,161.7,165.35,160.3,161.15,18946,USD
2021-06-03,160.9,162.1,156.1,157.6,25907,USD
2021-06-04,157.85,162.0,155.2,161.65,26824,USD
2021-06-07,161.8,163.6,158.9,160.15,31178,USD
2021-06-08,160.3,161.95,157.2,157.7,30120,USD
2021-06-09,157.7,159.6,155.85,157.2,27098,USD
2021-06-10,158.05,159.3,156.65,158.7,34667,USD
2021-06-11,159.6,160.7,157.2,157.45,32759,USD
2021-06-14,156.6,156.6,151.55,154.1,25267,USD
2021-06-15,154.3,154.75,150.75,151.2,19013,USD
2021-06-16,151.8,154.3,151.3,153.35,11288,USD
2021-06-17,152.55,152.65,148.8,149.55,9829,USD
2021-06-18,149.65,151.0,147.05,149.9,10929,USD
2021-06-21,149.05,153.95,147.1,152.35,5284,USD
2021-06-22,153.7,153.85,150.25,151.25,309,USD
2021-06-23,152.15,152.6,151.9,153.15,157,USD
2021-06-24,152.25,153.4,151.5,152.4,61,USD
2021-06-25,154.75,157.3,154.75,157.25,63,USD
2021-06-28,158.5,163.2,157.7,162.25,39,USD
2021-06-29,162.7,162.75,159.5,159.7,37,USD
2021-06-30,158.4,159.0,158.05,159.35,36,USD
2021-07-01,162.1,162.1,154.0,156.0,37,USD
2021-07-02,154.65,154.65,153.75,152.55,7,USD
2021-07-06,153.25,153.25,149.35,147.9,30,USD
2021-07-07,148.72,152.3,148.72,149.75,0,USD
2021-07-08,149.3,149.3,149.3,152.05,2,USD
2021-07-09,149.6,150.8,149.6,151.3,3,USD
2021-07-12,153.4,153.85,153.4,153.85,23,USD
2021-07-13,152.2,152.2,152.1,152.1,5,USD
2021-07-14,154.55,154.55,152.9,156.45,4,USD
2021-07-15,155.9,157.75,155.9,156.9,35,USD
2021-07-16,157.72,161.97,157.72,161.2,0,USD
2021-07-19,159.5,159.5,155.6,155.25,5,USD
2021-07-20,160.9,168.35,160.43,165.65,0,USD
2021-07-21,167.1,177.9,166.55,176.0,34757,USD
2021-07-22,180.0,195.5,180.0,193.65,44986,USD
2021-07-23,205.1,209.5,187.2,189.0,41105,USD
2021-07-26,199.5,215.2,199.0,207.8,37319,USD
2021-07-27,206.3,209.6,199.55,201.75,27477,USD
2021-07-28,204.05,205.35,195.2,200.45,28234,USD
2021-07-29,201.8,203.5,190.25,196.5,29964,USD
2021-07-30,200.0,201.75,178.6,179.55,31471,USD
2021-08-02,179.35,179.35,171.6,172.8,37342,USD
2021-08-03,172.8,177.7,172.05,174.85,18664,USD
2021-08-04,176.25,178.65,173.9,175.65,18865,USD
2021-08-05,175.65,177.65,173.3,176.9,17207,USD
2021-08-06,177.8,177.8,173.55,176.0,21241,USD
2021-08-09,174.8,180.6,172.45,179.35,22411,USD
2021-08-10,179.5,182.25,177.55,182.0,29061,USD
2021-08-11,181.0,185.3,179.8,183.85,29470,USD
2021-08-12,184.7,186.9,182.85,186.55,39088,USD
2021-08-13,185.95,187.35,181.2,182.75,24800,USD
2021-08-16,181.95,186.25,179.75,183.2,15358,USD
2021-08-17,184.2,184.25,178.3,178.95,15802,USD
2021-08-18,178.65,181.15,177.6,179.7,8908,USD
2021-08-19,179.15,179.15,175.2,178.2,13006,USD
2021-08-20,178.3,179.7,175.05,178.25,15450,USD
2021-08-23,177.45,180.45,177.2,179.95,272,USD
2021-08-24,180.2,184.25,180.2,183.3,41,USD
2021-08-25,185.35,185.35,183.9,184.05,40,USD
2021-08-26,184.0,184.9,184.0,185.65,14,USD
2021-08-27,186.05,189.6,186.05,189.5,20,USD
2021-08-30,190.55,196.5,190.55,197.4,26,USD
2021-08-31,193.15,193.2,193.15,193.45,3,USD
2021-09-01,195.3,195.3,195.3,193.2,3,USD
2021-09-02,195.0,199.7,192.93,191.9,0,USD
2021-09-03,190.7,190.85,190.7,190.55,3,USD
2021-09-07,196.7,197.35,192.38,191.5,0,USD
2021-09-08,194.4,196.72,188.08,187.75,0,USD
2021-09-09,185.5,185.5,185.5,185.0,2,USD
2021-09-10,187.8,189.18,185.8,185.6,0,USD
2021-09-13,187.18,188.45,185.35,184.35,0,USD
2021-09-14,186.62,187.82,182.53,183.0,0,USD
2021-09-15,188.0,188.0,188.0,187.0,4,USD
2021-09-16,185.55,185.6,185.55,187.8,4,USD
2021-09-17,185.6,188.15,185.6,187.3,3,USD
2021-09-20,184.6,186.0,182.08,183.5,0,USD
2021-09-21,183.05,185.55,182.35,183.35,14465,USD
2021-09-22,183.9,187.5,183.9,184.85,12317,USD
2021-09-23,185.35,191.0,185.25,190.6,16986,USD
2021-09-24,191.05,195.3,190.6,194.35,17232,USD
2021-09-27,193.6,195.55,191.95,193.65,11580,USD
2021-09-28,194.05,199.0,192.5,198.6,16727,USD
2021-09-29,198.45,199.45,193.25,193.4,14720,USD
2021-09-30,194.1,196.45,193.5,194.0,15777,USD
2021-10-01,194.0,205.55,192.95,204.05,27895,USD
2021-10-04,201.0,206.85,199.65,200.35,20398,USD
2021-10-05,200.55,201.15,191.3,191.9,26153,USD
2021-10-06,192.55,194.95,191.85,193.45,11587,USD
2021-10-07,195.15,200.25,193.8,197.9,21436,USD
2021-10-08,200.25,203.35,198.5,201.35,17289,USD
2021-10-11,199.35,204.85,196.7,204.25,12909,USD
2021-10-12,204.05,215.15,202.6,213.15,24689,USD
2021-10-13,214.55,214.95,205.8,208.65,19175,USD
2021-10-14,209.1,212.65,206.3,209.25,12288,USD
2021-10-15,209.75,211.0,202.75,203.4,15698,USD
2021-10-18,201.75,204.85,200.55,201.6,20228,USD
2021-10-19,202.6,205.6,201.7,204.25,14850,USD
2021-10-20,205.2,207.0,203.5,205.55,14926,USD
2021-10-21,205.15,208.65,201.55,203.3,26494,USD
2021-10-22,203.8,206.4,198.4,199.85,16734,USD
2021-10-25,199.95,203.8,197.25,202.55,20159,USD
2021-10-26,203.35,210.3,202.3,208.1,21060,USD
2021-10-27,207.3,208.7,199.65,201.35,23299,USD
2021-10-28,201.0,203.2,198.6,199.95,19290,USD
2021-10-29,200.9,204.4,198.65,203.95,18594,USD
2021-11-01,203.2,209.85,202.2,208.7,19674,USD
2021-11-02,208.2,209.0,204.7,208.05,22683,USD
2021-11-03,208.05,212.0,205.85,209.3,21821,USD
2021-11-04,209.5,211.4,206.0,208.6,21756,USD
2021-11-05,209.5,209.5,202.3,203.55,33987,USD
2021-11-08,203.6,206.1,199.3,199.65,30475,USD
2021-11-09,201.2,206.7,198.7,205.9,35050,USD
2021-11-10,206.4,206.6,203.5,204.0,30418,USD
2021-11-11,206.1,212.6,205.4,210.9,40191,USD
2021-11-12,211.4,221.5,209.25,219.7,36014,USD
2021-11-15,219.45,225.9,217.0,222.75,16876,USD
2021-11-16,223.85,224.65,221.3,222.05,11044,USD
2021-11-17,224.3,233.75,224.0,232.6,13236,USD
2021-11-18,233.5,237.5,227.5,228.95,9359,USD
2021-11-19,231.0,239.0,227.95,233.3,398,USD
2021-11-22,231.4,234.1,228.85,231.35,47,USD
2021-11-23,233.85,242.4,233.75,242.55,85,USD
2021-11-24,240.8,247.55,240.0,246.3,85,USD
2021-11-26,242.2,245.45,242.15,243.85,48,USD
2021-11-29,241.2,246.65,231.5,233.85,35,USD
2021-11-30,231.35,233.25,231.35,233.25,9,USD
2021-12-01,234.0,234.45,233.45,234.2,7,USD
2021-12-02,233.25,236.65,233.25,237.45,21,USD
2021-12-03,238.2,244.75,237.15,244.05,0,USD
2021-12-06,244.5,250.35,244.5,250.2,26,USD
2021-12-07,244.0,244.0,244.0,243.9,4,USD
2021-12-08,246.75,246.75,246.75,244.75,4,USD
2021-12-09,243.7,243.7,239.7,240.35,9,USD
2021-12-10,235.0,235.0,235.0,232.7,6,USD
2021-12-13,237.15,237.2,237.15,236.7,4,USD
2021-12-14,238.1,238.1,238.1,237.15,1,USD
2021-12-15,237.05,237.1,236.8,237.4,8,USD
2021-12-16,239.62,240.28,233.4,236.95,0,USD
2021-12-17,236.0,237.95,236.0,235.9,379,USD
2021-12-20,232.95,232.95,223.25,224.4,0,USD
2021-12-21,225.55,229.4,224.0,228.25,14047,USD
2021-12-22,229.7,235.2,228.1,233.55,12766,USD
2021-12-23,234.75,235.35,229.05,231.2,10779,USD
2021-12-27,229.55,229.85,226.55,227.05,7221,USD
2021-12-28,227.9,228.4,225.0,225.6,7889,USD
2021-12-29,225.6,229.9,225.35,228.9,8385,USD
2021-12-30,229.1,229.65,226.2,228.85,8556,USD
2021-12-31,228.5,228.8,224.1,226.1,11693,USD
2022-01-03,226.15,226.95,220.55,223.3,13645,USD
2022-01-04,224.75,235.75,223.75,231.75,21914,USD
2022-01-05,232.05,233.75,230.05,231.75,12325,USD
2022-01-06,230.6,232.0,227.55,231.7,13695,USD
2022-01-07,232.0,240.5,231.35,238.45,25955,USD
2022-01-10,238.4,239.0,232.55,234.9,21066,USD
2022-01-11,235.75,238.15,233.55,237.05,17528,USD
2022-01-12,238.25,244.9,238.0,240.85,22286,USD
2022-01-13,241.3,242.65,236.35,237.0,19234,USD
2022-01-14,236.65,240.2,234.7,239.65,16525,USD
2022-01-18,239.0,241.65,237.75,239.6,16808,USD
2022-01-19,238.4,245.0,238.35,244.45,17077,USD
2022-01-20,245.0,245.0,241.0,243.65,14338,USD
2022-01-21,241.3,242.2,236.0,237.9,21504,USD
2022-01-24,237.45,237.5,230.45,232.95,30854,USD
2022-01-25,235.0,239.0,234.55,237.9,21335,USD
2022-01-26,238.6,241.35,237.25,238.9,10682,USD
2022-01-27,237.25,237.75,231.55,232.05,27590,USD
2022-01-28,233.05,237.9,230.3,235.9,15328,USD
2022-01-31,235.35,237.7,233.8,235.1,18124,USD
2022-02-01,235.75,240.85,235.75,236.7,27180,USD
2022-02-02,237.7,240.35,236.25,238.8,17511,USD
2022-02-03,239.5,244.3,237.85,243.9,25158,USD
2022-02-04,244.05,244.4,238.1,241.85,24383,USD
2022-02-07,241.6,242.9,239.55,241.65,22859,USD
2022-02-08,242.0,250.0,241.75,248.95,49900,USD
2022-02-09,248.3,259.5,247.9,258.35,45254,USD
2022-02-10,259.1,260.45,253.65,255.2,30097,USD
2022-02-11,254.6,256.8,250.85,251.65,24392,USD
2022-02-14,251.25,253.9,244.8,247.55,16805,USD
2022-02-15,249.45,252.2,246.95,251.85,15138,USD
2022-02-16,253.0,254.55,250.05,252.25,16712,USD
2022-02-17,252.2,253.6,248.95,251.5,1147,USD
2022-02-18,252.35,252.35,244.3,246.85,100,USD
2022-02-22,246.7,249.1,244.0,248.45,58,USD
2022-02-23,249.5,252.75,248.4,248.6,25,USD
2022-02-24,248.5,248.5,238.95,239.35,54,USD
2022-02-25,243.35,243.35,239.5,240.05,25,USD
2022-02-28,239.5,239.5,233.95,234.25,12,USD
2022-03-01,236.95,236.95,236.0,237.25,4,USD
2022-03-02,235.0,235.0,229.0,230.45,8,USD
2022-03-03,231.55,231.55,224.0,224.15,11,USD
2022-03-04,224.25,224.9,223.4,224.15,6,USD
2022-03-07,226.35,229.55,225.2,225.5,9,USD
2022-03-08,223.2,233.4,223.2,234.05,8,USD
2022-03-09,235.2,235.55,227.75,230.45,0,USD
2022-03-10,230.0,230.0,223.85,225.2,6,USD
2022-03-11,224.38,225.4,221.23,222.95,0,USD
2022-03-14,220.5,224.05,218.8,219.65,27,USD
2022-03-15,211.5,211.5,211.5,212.3,8,USD
2022-03-16,214.3,214.3,211.3,218.6,10,USD
2022-03-17,216.0,218.0,216.0,217.3,6,USD
2022-03-18,215.85,220.9,214.38,220.3,0,USD
2022-03-21,222.65,222.65,222.65,225.85,34,USD
2022-03-22,224.9,227.85,223.3,225.05,14170,USD
2022-03-23,224.2,228.65,223.2,225.3,12995,USD
2022-03-24,225.7,227.1,220.55,221.85,11844,USD
2022-03-25,222.95,223.2,219.4,221.85,9393,USD
2022-03-28,221.75,222.95,212.5,214.55,23422,USD
2022-03-29,215.25,217.4,214.0,215.7,12360,USD
2022-03-30,215.55,223.2,213.1,221.85,16235,USD
2022-03-31,222.05,227.65,220.15,226.4,18054,USD
2022-04-01,226.0,230.4,224.8,228.4,13418,USD
2022-04-04,227.8,231.85,226.25,230.6,20019,USD
2022-04-05,231.7,232.25,228.8,231.3,20022,USD
2022-04-06,230.95,231.55,225.0,227.6,30556,USD
2022-04-07,229.2,230.25,224.2,226.15,29011,USD
2022-04-08,225.15,233.0,224.8,231.65,34344,USD
2022-04-11,231.65,237.6,230.95,236.6,28212,USD
2022-04-12,237.4,237.75,232.75,233.6,19657,USD
2022-04-13,233.85,235.0,224.65,225.05,25953,USD
2022-04-14,225.85,227.7,221.0,223.6,15622,USD
2022-04-18,223.75,225.75,220.15,223.75,15142,USD
2022-04-19,223.35,225.15,220.1,221.7,22402,USD
2022-04-20,221.95,223.4,218.65,219.45,20818,USD
2022-04-21,220.5,228.9,217.6,228.1,19222,USD
2022-04-22,227.5,229.65,226.0,227.3,70,USD
2022-04-25,226.4,226.4,221.2,220.8,36,USD
2022-04-26,221.45,223.35,219.1,221.15,12525,USD
2022-04-27,219.88,222.38,214.58,215.68,0,USD
2022-04-28,216.3,218.15,214.25,217.6,14570,USD
2022-04-29,217.9,224.4,217.8,222.55,14478,USD
2022-05-02,220.45,220.7,214.75,216.38,0,USD
2022-05-03,216.9,220.8,215.4,217.95,14441,USD
2022-05-04,218.3,221.75,217.9,220.8,14527,USD
2022-05-05,221.0,222.9,216.1,217.25,14911,USD
2022-05-06,216.3,216.5,210.0,210.45,25897,USD
2022-05-09,210.0,212.0,203.35,206.1,23737,USD
2022-05-10,207.1,207.8,202.3,203.8,16183,USD
2022-05-11,204.05,220.45,204.05,219.9,29972,USD
2022-05-12,217.9,218.5,212.55,215.3,18989,USD
2022-05-13,215.9,216.85,209.65,212.9,19974,USD
2022-05-16,224.0,224.0,223.5,225.8,5,USD
2022-05-17,224.0,229.35,220.55,227.2,18764,USD
2022-05-18,226.5,226.5,215.75,217.6,18109,USD
2022-05-19,218.0,219.4,213.2,218.7,14519,USD
2022-05-20,221.9,223.3,214.3,215.85,14559,USD
2022-05-23,216.85,217.7,214.75,215.75,12024,USD
2022-05-24,215.25,215.6,211.0,213.65,15176,USD
2022-05-25,213.2,218.3,212.25,217.05,17428,USD
2022-05-26,216.85,227.3,216.5,226.6,20949,USD
2022-05-27,225.1,229.9,224.2,229.45,14248,USD
2022-05-31,228.3,233.8,223.85,231.25,25579,USD
2022-06-01,232.05,240.65,232.05,239.45,30339,USD
2022-06-02,239.45,242.0,236.95,238.25,19679,USD
2022-06-03,236.15,240.0,231.45,232.4,19089,USD
2022-06-06,233.6,240.45,232.85,237.55,27694,USD
2022-06-07,235.4,238.65,230.75,232.15,28721,USD
2022-06-08,233.0,234.6,229.85,231.85,21824,USD
2022-06-09,231.25,235.7,230.3,234.65,23006,USD
2022-06-10,234.0,235.45,227.8,228.9,38907,USD
2022-06-13,226.8,227.85,218.9,223.35,22838,USD
2022-06-14,224.25,229.25,222.9,226.95,12874,USD
2022-06-15,225.85,229.7,221.75,228.5,9194,USD
2022-06-16,228.5,233.0,226.2,231.95,5592,USD
2022-06-17,232.7,234.5,226.8,227.65,9111,USD
2022-06-21,227.6,235.25,227.4,232.35,30335,USD
2022-06-22,231.25,237.1,230.4,236.4,13143,USD
2022-06-23,235.55,236.25,228.1,229.0,16824,USD
2022-06-24,231.25,234.45,226.0,226.6,137,USD
2022-06-27,223.45,226.0,220.1,222.1,15596,USD
2022-06-28,223.45,224.35,217.1,217.75,16942,USD
2022-06-29,218.0,230.2,217.55,228.25,26697,USD
2022-06-30,227.85,231.65,227.85,230.1,14051,USD
2022-07-01,232.85,232.85,227.9,228.45,72,USD
2022-07-05,224.5,225.9,220.15,221.05,15307,USD
2022-07-06,222.2,223.95,218.3,219.2,15302,USD
2022-07-07,219.2,223.7,218.35,218.9,15350,USD
2022-07-08,222.35,222.35,219.0,222.9,75,USD
2022-07-11,222.7,222.7,222.7,216.9,10,USD
2022-07-12,216.0,216.0,209.0,209.25,9,USD
2022-07-13,209.8,209.8,209.8,211.25,2,USD
2022-07-14,206.88,206.88,194.98,199.2,0,USD
2022-07-15,198.15,202.15,194.65,203.7,0,USD
2022-07-18,216.3,216.3,216.3,219.1,2,USD
2022-07-19,214.98,216.72,211.45,220.4,0,USD
2022-07-20,216.0,218.6,213.95,218.15,13331,USD
2022-07-21,217.3,218.25,214.3,215.85,11857,USD
2022-07-22,214.8,214.8,205.5,206.7,21963,USD
2022-07-25,205.2,211.25,204.2,210.05,15069,USD
2022-07-26,210.5,215.1,209.65,213.2,13848,USD
2022-07-27,213.05,220.25,212.55,219.1,19700,USD
2022-07-28,219.3,221.4,214.25,218.4,14416,USD
2022-07-29,219.4,220.4,211.95,217.2,19367,USD
2022-08-01,217.55,222.2,210.4,213.2,19378,USD
2022-08-02,211.7,212.8,205.9,209.9,18769,USD
2022-08-03,207.8,218.55,207.4,214.65,19564,USD
2022-08-04,214.8,220.45,214.15,219.3,22022,USD
2022-08-05,220.1,221.95,208.55,209.45,36198,USD
2022-08-08,210.4,215.7,207.5,211.85,25344,USD
2022-08-09,212.0,213.5,208.2,212.75,21427,USD
2022-08-10,212.75,221.35,212.6,220.45,21800,USD
2022-08-11,221.2,224.45,215.25,223.95,20781,USD
2022-08-12,223.85,227.7,221.25,226.6,16572,USD
2022-08-15,226.05,226.25,221.65,225.5,10182,USD
2022-08-16,224.9,225.0,218.7,219.35,11230,USD
2022-08-17,219.0,222.1,215.9,217.45,5865,USD
2022-08-18,218.0,220.7,214.35,214.7,7487,USD
2022-08-19,215.2,217.55,212.6,215.95,9615,USD
2022-08-22,215.0,225.6,213.55,224.3,10077,USD
2022-08-23,224.55,231.6,222.8,230.65,242,USD
2022-08-24,234.35,242.35,234.35,242.95,62,USD
2022-08-25,242.65,246.9,241.95,243.4,20,USD
2022-08-26,242.6,245.25,242.45,242.0,18,USD
2022-08-29,240.55,240.55,240.55,240.5,1,USD
2022-08-30,238.75,241.75,238.75,239.15,14,USD
2022-08-31,240.75,240.75,239.65,239.1,12,USD

